Part,MajorNo,Major,Sub,Theory,Theorists,OldMajor,Source
History,XIII,Specialized Social Histories,"B. Crime, Violence & Policing",History of Surveillance,"Michel Foucault, Gary T. Marx",XCVI. History of Crime (Specific),CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,History of Child Welfare,N/A (Field of study),XCVII. History of Childhood (Legal/Social),CSV
History,III,Marxist & Social History,B. Economic History,History of Financialization,Giovanni Arrighi,XCVIII. History of Capitalism (Specific Aspect),CSV
History,X,Digital History,A. Digital Methods,Historiography (Methodology),N/A (General term for the study of historical writing),XI. Digital History,CSV
History,X,Digital History,A. Digital Methods,Micro-archives,Wendy Hui Kyong Chun,XI. Digital History,CSV
History,X,Digital History,A. Digital Methods,Digital History,Edward Ayers,XI. Digital History & Historiography,CSV
History,XI,"Gender, Body & Emotions History",A. Gender & Sexuality,History of Sexuality,Michel Foucault,XII. Gender History,CSV
History,XI,"Gender, Body & Emotions History",A. Gender & Sexuality,Women's History,Gerda Lerner,XII. Gender History,CSV
History,XI,"Gender, Body & Emotions History",A. Gender & Sexuality,Queer History,George Chauncey,XII. Gender History,CSV
History,XI,"Gender, Body & Emotions History",A. Gender & Sexuality,Gender History,Joan Wallach Scott,XII. Gender History & Queer History,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,Actor-Network Theory (History of Science),Bruno Latour,XIII. History of Science,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,Laboratory Studies (Historical),"Bruno Latour, Steve Woolgar",XIII. History of Science,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,Social Shaping of Technology (Historical),"Wiebe Bijker, Trevor Pinch",XIII. History of Science,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,Technological Determinism (Historical),Leo Marx (critic of the concept),XIII. History of Science,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,Social Construction of Science (Historical),"Steven Shapin, Simon Schaffer",XIII. History of Science & Technology,CSV
History,VIII,Intellectual History,A. History of Ideas,History of Ideas,Arthur O. Lovejoy,XIV. Intellectual History,CSV
History,VIII,Intellectual History,A. History of Ideas,Episteme (Historical),Michel Foucault,XIV. Intellectual History,CSV
History,VIII,Intellectual History,A. History of Ideas,Paradigm Shift (Historical),"Thomas Kuhn (originally science, applied more broadly)",XIV. Intellectual History,CSV
History,VIII,Intellectual History,B. Conceptual History,Conceptual History (Begriffsgeschichte),Reinhart Koselleck,XIV. Intellectual History & History of Ideas,CSV
History,V,Cultural History,"B. Book, Reading & Education",History of Universities,Hastings Rashdall,XIX. History of Education,CSV
History,V,Cultural History,"B. Book, Reading & Education",History of Literacy,Harvey J. Graff,XIX. History of Education,CSV
History,V,Cultural History,"B. Book, Reading & Education",History of the Book,Robert Darnton,XIX. History of Education,CSV
History,V,Cultural History,"B. Book, Reading & Education",History of Education,Lawrence Stone,XIX. History of Education & Knowledge,CSV
History,VII,Memory & Oral History,C. Trauma & Post-Holocaust,Testimony (Historical),Dori Laub,XL. Post-Holocaust,CSV
History,VII,Memory & Oral History,C. Trauma & Post-Holocaust,Witnessing (Historical),Shoshana Felman,XL. Post-Holocaust & Genocide Studies,CSV
History,IX,"Environmental, Science & Technology History",A. Environmental History,History of Conservation,Samuel P. Hays,XLI. History of Science,CSV
History,IX,"Environmental, Science & Technology History",A. Environmental History,Environmental Humanities (History),N/A (Field of study),XLI. History of Science & Environment (Intersections),CSV
History,XIII,Specialized Social Histories,"B. Crime, Violence & Policing",History of Prisons,David Rothman,XLII. History of Crime,CSV
History,XIII,Specialized Social Histories,"B. Crime, Violence & Policing",History of Punishment,Michel Foucault,XLII. History of Crime & Punishment,CSV
History,VIII,Intellectual History,A. History of Ideas,History of Modernity,Marshall Berman,XLIII. History of Ideas (Deep Dive),CSV
History,VIII,Intellectual History,A. History of Ideas,History of Postmodernity,Fredric Jameson,XLIII. History of Ideas,CSV
History,XI,"Gender, Body & Emotions History",B. History of Emotions,Affective Regimes (History),William Reddy,XLIV. History of Emotions (Advanced),CSV
History,XI,"Gender, Body & Emotions History",B. History of Emotions,Emotional Communities,Barbara Rosenwein,XLIV. History of Emotions,CSV
History,V,Cultural History,C. Art & Visual Culture,History of Print Culture,Elizabeth Eisenstein,XLIX. History of Media,CSV
History,V,Cultural History,C. Art & Visual Culture,History of Communication,"Harold Innis, Marshall McLuhan",XLIX. History of Media & Communication,CSV
History,XII,"Political, Legal & Global History",C. Global & Transnational,Comparative History,Marc Bloch,XLV. Global History (Advanced),CSV
History,XII,"Political, Legal & Global History",C. Global & Transnational,Entangled History (Verflechtungsgeschichte),Jürgen Osterhammel,XLV. Global History,CSV
History,X,Digital History,B. Spatial & Network Analysis,Network Analysis (History),Jan Lucassen,XLVI. Digital History (Advanced),CSV
History,X,Digital History,B. Spatial & Network Analysis,Geospatial History,Anne Kelly Knowles,XLVI. Digital History,CSV
History,VI,Postcolonial & Decolonial History,B. Race & Racism,Postcolonial Critique of History,N/A (Broad critical approach),XLVII. History of Race,CSV
History,VI,Postcolonial & Decolonial History,A. Empire & Imperialism,Imperialism (Historical Theory),"J.A. Hobson, Vladimir Lenin",XLVII. History of Race & Empire,CSV
History,XI,"Gender, Body & Emotions History","C. Body, Senses & Health",Olfactory History,Alain Corbin,XLVIII. History of the Senses (Advanced),CSV
History,XI,"Gender, Body & Emotions History","C. Body, Senses & Health",Auditory History,Emily Thompson,XLVIII. History of the Senses,CSV
History,X,Digital History,B. Spatial & Network Analysis,History of Cartography,"J.B. Harley, Matthew Edney",XV. Spatial History,CSV
History,X,Digital History,B. Spatial & Network Analysis,Spatial History,"Richard White, William Cronon",XV. Spatial History & Cartographic History,CSV
History,III,Marxist & Social History,B. Economic History,Capitalism (Historical),"Fernand Braudel, Immanuel Wallerstein",XVI. Economic History,CSV
History,III,Marxist & Social History,B. Economic History,Feudalism (Historical),Marc Bloch,XVI. Economic History,CSV
History,III,Marxist & Social History,B. Economic History,Industrial Revolution (Historical),Arnold Toynbee,XVI. Economic History,CSV
History,III,Marxist & Social History,B. Economic History,Consumer History,"Daniel Roche, Lizabeth Cohen",XVI. Economic History,CSV
History,III,Marxist & Social History,B. Economic History,History of Markets,Karl Polanyi,XVI. Economic History,CSV
History,III,Marxist & Social History,B. Economic History,Labor History,"E.P. Thompson, Eric Hobsbawm",XVI. Economic History,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of the State,Charles Tilly,XVII. Political History,CSV
History,XII,"Political, Legal & Global History",A. Political & State,Constitutional History,Charles McIlwain,XVII. Political History,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of Political Thought,Quentin Skinner,XVII. Political History,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of Genocide,Frank Chalk & Kurt Jonassohn,XVII. Political History,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of International Relations,Paul W. Schroeder,XVII. Political History,CSV
History,XII,"Political, Legal & Global History",A. Political & State,Military History,John Keegan,XVII. Political History,CSV
History,III,Marxist & Social History,C. Social Structure & Class,History of the Family,"Philippe Ariès, Peter Laslett",XVIII. Social History (Advanced),CSV
History,III,Marxist & Social History,C. Social Structure & Class,Demographic History,E.A. Wrigley,XVIII. Social History,CSV
History,III,Marxist & Social History,C. Social Structure & Class,History of Childhood,Philippe Ariès,XVIII. Social History,CSV
History,III,Marxist & Social History,C. Social Structure & Class,History of Class,E.P. Thompson,XVIII. Social History,CSV
History,III,Marxist & Social History,C. Social Structure & Class,Rural History,Marc Bloch,XVIII. Social History,CSV
History,III,Marxist & Social History,C. Social Structure & Class,Urban History,Lewis Mumford,XVIII. Social History,CSV
History,V,Cultural History,C. Art & Visual Culture,Formalism (Art History),Heinrich Wölfflin,XX. History of Art,CSV
History,V,Cultural History,C. Art & Visual Culture,Social History of Art,Arnold Hauser,XX. History of Art,CSV
History,V,Cultural History,C. Art & Visual Culture,Iconography (Art History),Erwin Panofsky,XX. History of Art & Aesthetics,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of Christianity,Karen Armstrong,XXI. History of Religion,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of Islam,Marshall G.S. Hodgson,XXI. History of Religion,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of Religious Revival,William G. McLoughlin,XXI. History of Religion,CSV
History,XII,"Political, Legal & Global History",A. Political & State,History of Secularization,Charles Taylor,XXI. History of Religion,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,Scientific Revolution (Historical),Thomas Kuhn,XXII. History of Science,CSV
History,IX,"Environmental, Science & Technology History",B. History of Science,History of Medicine,Roy Porter,XXII. History of Science,CSV
History,VIII,Intellectual History,A. History of Ideas,History of Western Philosophy,Bertrand Russell,XXIII. History of Philosophy,CSV
History,VIII,Intellectual History,A. History of Ideas,History of Political Philosophy,Leo Strauss,XXIII. History of Philosophy,CSV
History,XII,"Political, Legal & Global History",B. Legal & Human Rights,Legal History,Sir John Baker,XXIV. Legal History,CSV
History,XII,"Political, Legal & Global History",B. Legal & Human Rights,History of Human Rights,Lynn Hunt,XXIV. Legal History,CSV
History,VII,Memory & Oral History,A. Collective & Cultural Memory,Memory Politics,Jeffrey Olick,XXIX. Memory Studies (Advanced),CSV
History,VII,Memory & Oral History,A. Collective & Cultural Memory,Sites of Memory (Lieux de Mémoire),Pierre Nora,XXIX. Memory Studies,CSV
History,VII,Memory & Oral History,A. Collective & Cultural Memory,History of Forgetting,Paul Ricoeur,XXIX. Memory Studies,CSV
History,VII,Memory & Oral History,A. Collective & Cultural Memory,Structural Amnesia,Michel-Rolph Trouillot,XXIX. Memory Studies,CSV
History,II,Historiography & Method,A. Source Criticism & Method,Source Criticism,"Marc Bloch, Leopold von Ranke",XXV. Historical Methodology,CSV
History,II,Historiography & Method,A. Source Criticism & Method,Internal and External Criticism,Louis Gottschalk,XXV. Historical Methodology,CSV
History,II,Historiography & Method,A. Source Criticism & Method,Counterfactual History,Niall Ferguson,XXV. Historical Methodology,CSV
History,II,Historiography & Method,A. Source Criticism & Method,Historical Causation,E.H. Carr,XXV. Historical Methodology,CSV
History,II,Historiography & Method,A. Source Criticism & Method,Historical Narrative,Hayden White,XXV. Historical Methodology,CSV
History,II,Historiography & Method,A. Source Criticism & Method,Periodization (Historical),N/A (Methodological concept),XXV. Historical Methodology,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,History of Masculinities,R.W. Connell,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,Disability History,Douglas C. Baynton,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,History of Childhood (Advanced),Hugh Cunningham,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,Oral History (Advanced),Paul Thompson,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,Public Memory,Kirk Savage,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,History of Climate Science,Spencer Weart,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,History of Computing,Martin Campbell-Kelly & William Aspray,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,Connected Histories (Global),Sebastian Conrad,XXVI. Specialised Historical Fields,CSV
History,XIII,Specialized Social Histories,A. Childhood & Family,Histoire Croisée (Crossed History),Michael Werner & Bénédicte Zimmermann,XXVI. Specialised Historical Fields,CSV
