film_title,film_year,film_wikidata,tmdb_id,n_director_refs,director_slugs,rep_types,source
Raï,1995,,,0,,,film_lineage
Nenette and Boni,1996,,,0,,,film_lineage
The Mirror,1997,,,0,,,film_lineage
Mr. Zhao,1998,,,0,,,film_lineage
"Skin of Man, Heart of Beast",1999,,,0,,,film_lineage
Father,2000,,,0,,,film_lineage
Off to the Revolution by a 2CV,2001,,,0,,,film_lineage
The Longing,2002,,,0,,,film_lineage
Khamosh Pani,2003,,,0,,,film_lineage
Private,2004,,,0,,,film_lineage
Nine Lives,2005,,,0,,,film_lineage
Das Fräulein,2006,,,0,,,film_lineage
The Rebirth,2007,,,0,,,film_lineage
Parque Vía,2008,,,0,,,film_lineage
"She, a Chinese",2009,,,0,,,film_lineage
Winter Vacation,2010,,,0,,,film_lineage
Back to Stay,2011,,,0,,,film_lineage
The Girl from Nowhere,2012,,,0,,,film_lineage
"Right Now, Wrong Then",2015,,,0,,,film_lineage
Godless,2016,,,0,,,film_lineage
Mrs. Fang,2017,,,0,,,film_lineage
A Land Imagined,2018,,,0,,,film_lineage
"Vengeance Is Mine, All Others Pay Cash",2021,,,0,,,film_lineage
Rule 34,2022,,,0,,,film_lineage
Critical Zone,2023,,,0,,,film_lineage
Toxic,2024,,,0,,,film_lineage
"Two Seasons, Two Strangers",2025,,,0,,,film_lineage
Postman,1995,,,0,,,film_lineage
How Old Is the River?,1995,,,0,,,film_lineage
"Thalassa, Thalassa, Ruckkehr Zum Mmer",1995,,,0,,,film_lineage
Sons,1996,,,0,,,film_lineage
Like Grains of Sand,1996,,,0,,,film_lineage
Last Holiday,1997,,,0,,,film_lineage
The Day a Pig Fell into the Well,1997,,,0,,,film_lineage
Robinson in Space,1997,,,0,,,film_lineage
Buttoners,1998,,,0,,,film_lineage
Round the Moons Between Earth and Sea,1998,,,0,,,film_lineage
The Inheritors,1998,,,0,,,film_lineage
The Iron Heel of Oligarchy,1999,,,0,,,film_lineage
More Than Yesterday,1999,,,0,,,film_lineage
Following,1999,,,0,,,film_lineage
Suzhou River,2000,,,0,,,film_lineage
Crane World,2000,,,0,,,film_lineage
Bye Bye Blue Bird,2000,,,0,,,film_lineage
Bad Company,2001,,,0,,,film_lineage
The Days Between,2001,,,0,,,film_lineage
25 Watts,2001,,,0,,,film_lineage
Sleeping Rough,2002,,,0,,,film_lineage
Everyday God Kisses Us on the Mouth,2002,,,0,,,film_lineage
Wild Bees,2002,,,0,,,film_lineage
With Love. Lilya,2003,,,0,,,film_lineage
Strange,2003,,,0,,,film_lineage
Jealousy Is My Middle Name,2003,,,0,,,film_lineage
The Missing,2004,,,0,,,film_lineage
Summer in the Golden Valley,2004,,,0,,,film_lineage
En Route,2004,,,0,,,film_lineage
Changing Destiny,2005,,,0,,,film_lineage
4,2005,,,0,,,film_lineage
The Sky Turns,2005,,,0,,,film_lineage
Walking on the Wild Side,2006,,,0,,,film_lineage
The Dog Pound,2006,,,0,,,film_lineage
Old Joy,2006,,,0,,,film_lineage
Love Conquers All,2007,,,0,,,film_lineage
The Unpolished,2007,,,0,,,film_lineage
Bog of Beasts,2007,,,0,,,film_lineage
AFR,2007,,,0,,,film_lineage
Go With Peace Jamil,2008,,,0,,,film_lineage
Wonderful Town,2008,,,0,,,film_lineage
Flower in the Pocket,2008,,,0,,,film_lineage
Be Calm and Count to Seven,2009,,,0,,,film_lineage
Breathless,2009,,,0,,,film_lineage
Wrong Rosary,2009,,,0,,,film_lineage
Cold Water of the Sea,2010,,,0,,,film_lineage
Alamar,2010,,,0,,,film_lineage
Mundane History,2010,,,0,,,film_lineage
The Journals of Musan,2011,,,0,,,film_lineage
Finisterrae,2011,,,0,,,film_lineage
Eternity,2011,,,0,,,film_lineage
Klip,2012,,,0,,,film_lineage
Thursday Till Sunday,2012,,,0,,,film_lineage
Egg and Stone,2012,,,0,,,film_lineage
My Dog Killer,2013,,,0,,,film_lineage
Soldier Jane,2013,,,0,,,film_lineage
Fat Shaker,2013,,,0,,,film_lineage
Anatomy of a Paper Clip,2014,,,0,,,film_lineage
Something Must Break,2014,,,0,,,film_lineage
Han Gong-ju,2014,,,0,,,film_lineage
The Project of the Century,2015,,,0,,,film_lineage
Videophilia (and Other Viral Syndromes),2015,,,0,,,film_lineage
Vanishing Point,2015,,,0,,,film_lineage
Radio Dreams,2016,,,0,,,film_lineage
Sexy Durga,2017,,,0,,,film_lineage
The Widowed Witch,2018,,,0,,,film_lineage
Present.Perfect.,2019,,,0,,,film_lineage
The Cloud In Her Room,2020,,,0,,,film_lineage
Pebbles,2021,,,0,,,film_lineage
EAMI,2022,,,0,,,film_lineage
Le spectre de Boko Haram,2023,,,0,,,film_lineage
Rei,2024,,,0,,,film_lineage
Fiume o morte!,2025,,,0,,,film_lineage
Variations on a Theme!,2026,,,0,,,film_lineage
I Was a Parish Priest,1953,,,0,,,film_lineage
Cursed Mountain,1954,,,0,,,film_lineage
Days of Love,1955,,,0,,,film_lineage
The Railroad Man,1956,,,0,,,film_lineage
Oh! Sabella,1957,,,0,,,film_lineage
Eve Wants to Sleep,1958,,,0,,,film_lineage
"Romeo, Juliet and Darkness",1960,,,0,,,film_lineage
One-Eyed Jacks,1961,,,0,,,film_lineage
Arturo's Island,1962,,,0,,,film_lineage
Mafioso,1963,,,0,,,film_lineage
"America, America",1964,,,0,,,film_lineage
I Was Happy Here,1966,,,0,,,film_lineage
Two for the Road,1967,,,0,,,film_lineage
The Long Day's Dying,1968,,,0,,,film_lineage
The Rain People,1969,,,0,,,film_lineage
Dead of Summer,1970,,,0,,,film_lineage
The Glass House,1972,,,0,,,film_lineage
Badlands,1974,,,0,,,film_lineage
Poachers,1975,,,0,,,film_lineage
Gypsies Are Found Near Heaven,1976,,,0,,,film_lineage
An Unfinished Piece for Mechanical Piano,1977,,,0,,,film_lineage
Alambrista!,1978,,,0,,,film_lineage
Autumn Marathon,1979,,,0,,,film_lineage
The Orchestra Conductor,1980,,,0,,,film_lineage
Tales of Ordinary Madness,1981,,,0,,,film_lineage
Demons in the Garden,1982,,,0,,,film_lineage
Entre Nous,1983,,,0,,,film_lineage
Rumble Fish,1984,,,0,,,film_lineage
Yesterday,1985,,,0,,,film_lineage
Half of Heaven,1986,,,0,,,film_lineage
Wedding in Galilee,1987,,,0,,,film_lineage
On the Black Hill,1988,,,0,,,film_lineage
Letters from Alou,1990,,,0,,,film_lineage
Butterfly Wings,1991,,,0,,,film_lineage
A Place in the World,1992,,,0,,,film_lineage
Margaret's Museum,1995,,,0,,,film_lineage
The Swindle,1997,,,0,,,film_lineage
Wind with the Gone,1998,,,0,,,film_lineage
C'est quoi la vie?,1999,,,0,,,film_lineage
The Ruination of Men,2000,,,0,,,film_lineage
A Cab for Three,2001,,,0,,,film_lineage
Mondays in the Sun,2002,,,0,,,film_lineage
Gun-shy,2003,,,0,,,film_lineage
Turtles Can Fly,2004,,,0,,,film_lineage
Something Like Happiness,2005,,,0,,,film_lineage
A Thousand Years of Good Prayers,2007,,,0,,,film_lineage
Pandora's Box,2008,,,0,,,film_lineage
City of Life and Death,2009,,,0,,,film_lineage
Neds,2010,,,0,,,film_lineage
Los pasos dobles,2011,,,0,,,film_lineage
In the House,2012,,,0,,,film_lineage
Bad Hair,2013,,,0,,,film_lineage
Magical Girl,2014,,,0,,,film_lineage
Sparrows,2015,,,0,,,film_lineage
I Am Not Madame Bovary,2016,,,0,,,film_lineage
The Disaster Artist,2017,,,0,,,film_lineage
Between Two Waters,2018,,,0,,,film_lineage
Pacified,2019,,,0,,,film_lineage
Blue Moon,2021,,,0,,,film_lineage
The Rye Horn,2023,,,0,,,film_lineage
Afternoons of Solitude,2024,,,0,,,film_lineage
Sundays,2025,,,0,,,film_lineage
Golden Queen,1965,,,0,,,film_lineage
Mirage,1965,,,0,,,film_lineage
Homer and Eddie,1989,,,0,,,film_lineage
La nación clandestina,1989,,,0,,,film_lineage
The Beginning and the End,1993,,,0,,,film_lineage
Sara,1993,,,0,,,film_lineage
Bwana,1996,,,0,,,film_lineage
Trojan Eddie,1996,,,0,,,film_lineage
Half Moon,2006,,,0,,,film_lineage
Mon fils à moi,2006,,,0,,,film_lineage
The Last Stage,1948,,,0,,,film_lineage
The Battle of Stalingrad 1,1949,,,0,,,film_lineage
The Fall of Berlin,1950,,,0,,,film_lineage
Dream of a Cossack,1951,,,0,,,film_lineage
The Unforgettable Year 1919,1952,,,0,,,film_lineage
If All the Guys in the World,1956,,,0,,,film_lineage
Jagte Raho,1957,,,0,,,film_lineage
And Quiet Flows the Don,1958,,,0,,,film_lineage
Nine Days of One Year,1962,,,0,,,film_lineage
Accused,1964,,,0,,,film_lineage
Capricious Summer,1968,,,0,,,film_lineage
Taming of the Fire,1972,,,0,,,film_lineage
A Lover's Romance,1974,,,0,,,film_lineage
Shadows of a Hot Summer,1978,,,0,,,film_lineage
The Fiancee,1980,,,0,,,film_lineage
Red Bells,1982,,,0,,,film_lineage
Hibiscus Town,1988,,,0,,,film_lineage
My Soul Brother,1994,,,0,,,film_lineage
The Ride,1995,,,0,,,film_lineage
Prisoner of the Mountains,1996,,,0,,,film_lineage
My Life in Pink,1997,,,0,,,film_lineage
Streetheart,1998,,,0,,,film_lineage
Yana's Friends,1999,,,0,,,film_lineage
Me You Them,2000,,,0,,,film_lineage
Year of the Devil,2002,,,0,,,film_lineage
Facing Windows,2003,,,0,,,film_lineage
A Children's Story,2004,,,0,,,film_lineage
My Nikifor,2005,,,0,,,film_lineage
Sherrybaby,2006,,,0,,,film_lineage
Jar City,2007,,,0,,,film_lineage
Terribly Happy,2008,,,0,,,film_lineage
Angel at Sea,2009,,,0,,,film_lineage
The Mosquito Net,2010,,,0,,,film_lineage
Restoration,2011,,,0,,,film_lineage
The Almost Man,2012,,,0,,,film_lineage
The Notebook,2013,,,0,,,film_lineage
Corn Island,2014,,,0,,,film_lineage
Bob and the Trees,2015,,,0,,,film_lineage
It's Not the Time of My Life,2016,,,0,,,film_lineage
Little Crusader,2017,,,0,,,film_lineage
I Do Not Care If We Go Down in History as Barbarians,2018,,,0,,,film_lineage
The Father,2019,,,0,,,film_lineage
As Far as I Can Walk,2021,,,0,,,film_lineage
Summer with Hope,2022,,,0,,,film_lineage
Blaga's Lessons,2023,,,0,,,film_lineage
A Sudden Glimpse to Deeper Things,2024,,,0,,,film_lineage
Better Go Mad in the Wild,2025,,,0,,,film_lineage
Salt of the Earth,1954,,,0,,,film_lineage
True Friends,1954,,,0,,,film_lineage
Seryozha,1960,,,0,,,film_lineage
Cantata de Chile,1976,,,0,,,film_lineage
Lev Tolstoy,1984,,,0,,,film_lineage
A Street to Die,1986,,,0,,,film_lineage
Krapatchouk,1992,,,0,,,film_lineage
Stepbrothers,1958,,,0,,,film_lineage
White Bim Black Ear,1978,,,0,,,film_lineage
Team America: World Police,2004,,,0,,,film_lineage
Lincoln,2012,,,0,,,film_lineage
Nebraska,2013,,,0,,,film_lineage
The Child,2005,,,0,,,film_lineage
45 Years,2015,,,0,,,film_lineage
Unrelated,2007,,,0,,,film_lineage
The House of Mirth,2000,,,0,,,film_lineage
24 Hour Party People,2002,,,0,,,film_lineage
Russian Ark,2002,,,0,,,film_lineage
Behind the Candelabra,2013,,,0,,,film_lineage
Wuthering Heights,2011,,,0,,,film_lineage
Gangs of Wasseypur II,2012,,,0,,,film_lineage
Ted,2012,,,0,,,film_lineage
Waiting for Happiness,2002,,,0,,,film_lineage
The Incredibles,2004,,,0,,,film_lineage
Mr. Turner,2014,,,0,,,film_lineage
Paddington 2,2017,,,0,,,film_lineage
Love & Friendship,2016,,,0,,,film_lineage
Philomena,2013,,,0,,,film_lineage
Persepolis,2007,,,0,,,film_lineage
The Selfish Giant,2013,,,0,,,film_lineage
Eden,2014,,,0,,,film_lineage
To Be and to Have,2002,,,0,,,film_lineage
"You, the Living",2007,,,0,,,film_lineage
Private Life,2018,,,0,,,film_lineage
Greed,1924,,,0,,,film_lineage
Rio Bravo,1959,,,0,,,film_lineage
To Be or Not to Be,1942,,,0,,,film_lineage
Tales of Ugetsu,1953,,,0,,,film_lineage
Nosferatu the Vampire,1922,,,0,,,film_lineage
The Music Room,1958,,,0,,,film_lineage
Freaks,1932,,,0,,,film_lineage
Johnny Guitar,1954,,,0,,,film_lineage
The Great Dictator,1940,,,0,,,film_lineage
"Hiroshima, My Love",1959,,,0,,,film_lineage
The Box of Pandora,1929,,,0,,,film_lineage
Golden Helmet,1952,,,0,,,film_lineage
The Barefoot Contessa,1954,,,0,,,film_lineage
Moonfleet,1955,,,0,,,film_lineage
Diamond Earrings,1953,,,0,,,film_lineage
Pleasure,1952,,,0,,,film_lineage
Ivan the Terrible,1944,,,0,,,film_lineage
Touch of Evil,1958,,,0,,,film_lineage
The Wind,1928,,,0,,,film_lineage
Confessions of a Cheat,1936,,,0,,,film_lineage
Amarcord,1973,,,0,,,film_lineage
Beauty and the Beast,1946,,,0,,,film_lineage
Some Came Running,1958,,,0,,,film_lineage
Gertrud,1964,,,0,,,film_lineage
Laura,1944,,,0,,,film_lineage
The Seven Samurai,1954,,,0,,,film_lineage
Trouble in Paradise,1932,,,0,,,film_lineage
La Grande Illusion,1937,,,0,,,film_lineage
A Day in the Country,1936,,,0,,,film_lineage
"Rome, Open City",1945,,,0,,,film_lineage
Livia,1954,,,0,,,film_lineage
Van Gogh,1991,,,0,,,film_lineage
An Affair to Remember,1957,,,0,,,film_lineage
The Scarlet Empress,1934,,,0,,,film_lineage
The Party,1968,,,0,,,film_lineage
Tabu,1931,,,0,,,film_lineage
The Bandwagon,1953,,,0,,,film_lineage
A Star Is Born,1954,,,0,,,film_lineage
Mr. Hulot's Holiday,1953,,,0,,,film_lineage
"America, America",1963,,,0,,,film_lineage
El,1953,,,0,,,film_lineage
Kiss Me Deadly,1955,,,0,,,film_lineage
Once Upon a Time in America,1984,,,0,,,film_lineage
Daybreak,1939,,,0,,,film_lineage
Letter from an Unknown Woman,1948,,,0,,,film_lineage
Lola,1961,,,0,,,film_lineage
My Night at Maud's,1969,,,0,,,film_lineage
Night and Fog,1956,,,0,,,film_lineage
Scarface,1932,,,0,,,film_lineage
Napoléon,1927,,,0,,,film_lineage
The Old Gun,1975,,,0,,,film_lineage
Mr. Klein,1976,,,0,,,film_lineage
Providence,1977,,,0,,,film_lineage
Other People's Money,1978,,,0,,,film_lineage
Tess,1979,,,0,,,film_lineage
The Last Metro,1980,,,0,,,film_lineage
Quest for Fire,1981,,,0,,,film_lineage
The Nark,1982,,,0,,,film_lineage
The Ball,1983,,,0,,,film_lineage
My New Partner,1984,,,0,,,film_lineage
Three Men and a Cradle,1985,,,0,,,film_lineage
Thérèse,1986,,,0,,,film_lineage
"Goodbye, Children",1987,,,0,,,film_lineage
Camille Claudel,1988,,,0,,,film_lineage
All the Mornings of the World,1991,,,0,,,film_lineage
Savage Nights,1992,,,0,,,film_lineage
Smoking/No Smoking,1993,,,0,,,film_lineage
Wild Reeds,1994,,,0,,,film_lineage
Hate,1995,,,0,,,film_lineage
Ridicule,1996,,,0,,,film_lineage
Same Old Song,1997,,,0,,,film_lineage
The Dreamlife of Angels,1998,,,0,,,film_lineage
Venus Beauty Institute,1999,,,0,,,film_lineage
The Taste of Others,2000,,,0,,,film_lineage
Games of Love and Chance,2004,,,0,,,film_lineage
The Beat That My Heart Skipped,2005,,,0,,,film_lineage
Lady Chatterley,2006,,,0,,,film_lineage
The Secret of the Grain,2007,,,0,,,film_lineage
Séraphine,2008,,,0,,,film_lineage
"Me, Myself and Mum",2013,,,0,,,film_lineage
Fatima,2015,,,0,,,film_lineage
Elle,2016,,,0,,,film_lineage
BPM (Beats per Minute),2017,,,0,,,film_lineage
Custody,2018,,,0,,,film_lineage
Les Misérables,2019,,,0,,,film_lineage
Bye Bye Morons,2020,,,0,,,film_lineage
Lost Illusions,2021,,,0,,,film_lineage
The Night of the 12th,2022,,,0,,,film_lineage
The Ties That Bind Us,2025,,,0,,,film_lineage
Voyage to Nowhere,1985,,,0,,,film_lineage
The Enchanted Forest,1986,,,0,,,film_lineage
Women on the Verge of a Nervous Breakdown,1987,,,0,,,film_lineage
Twisted Obsession,1988,,,0,,,film_lineage
¡Ay Carmela!,1989,,,0,,,film_lineage
Lovers,1990,,,0,,,film_lineage
Belle Époque,1991,,,0,,,film_lineage
Everyone to Jail,1992,,,0,,,film_lineage
Running Out of Time,1993,,,0,,,film_lineage
Nobody Will Speak of Us When We're Dead,1994,,,0,,,film_lineage
Thesis,1995,,,0,,,film_lineage
The Lucky Star,1996,,,0,,,film_lineage
The Girl of Your Dreams,1997,,,0,,,film_lineage
All About My Mother,1998,,,0,,,film_lineage
Pellet,1999,,,0,,,film_lineage
The Others,2000,,,0,,,film_lineage
Mondays in the Sun,2001,,,0,,,film_lineage
Take My Eyes,2002,,,0,,,film_lineage
The Sea Inside,2003,,,0,,,film_lineage
The Secret Life of Words,2004,,,0,,,film_lineage
Volver,2005,,,0,,,film_lineage
Solitary Fragments,2006,,,0,,,film_lineage
Camino,2007,,,0,,,film_lineage
Cell 211,2008,,,0,,,film_lineage
Black Bread,2009,,,0,,,film_lineage
No Rest for the Wicked,2010,,,0,,,film_lineage
Blancanieves,2011,,,0,,,film_lineage
Living Is Easy with Eyes Closed,2012,,,0,,,film_lineage
Marshland,2013,,,0,,,film_lineage
Truman,2014,,,0,,,film_lineage
The Fury of a Patient Man,2015,,,0,,,film_lineage
The Bookshop,2016,,,0,,,film_lineage
Champions,2017,,,0,,,film_lineage
Pain and Glory,2018,,,0,,,film_lineage
Schoolgirls,2019,,,0,,,film_lineage
The Good Boss,2020,,,0,,,film_lineage
The Beasts,2021,,,0,,,film_lineage
Society of the Snow,2022,,,0,,,film_lineage
The 47,2023,,,0,,,film_lineage
Sundays,2024,,,0,,,film_lineage
Investigation of a Citizen Above Suspicion,1969,,,0,,,film_lineage
Metello,1969,,,0,,,film_lineage
This Kind of Love,1971,,,0,,,film_lineage
"Alfredo, Alfredo",1972,,,0,,,film_lineage
Conversation Piece,1974,,,0,,,film_lineage
Illustrious Corpses,1975,,,0,,,film_lineage
An Average Little Man,1976,,,0,,,film_lineage
In the Name of the Pope King,1977,,,0,,,film_lineage
Christ Stopped at Eboli,1978,,,0,,,film_lineage
I'm Starting from Three,1980,,,0,,,film_lineage
Talcum Powder,1981,,,0,,,film_lineage
And the Ship Sails On,1983,,,0,,,film_lineage
Carmen,1984,,,0,,,film_lineage
Let's Hope It's a Girl,1985,,,0,,,film_lineage
The Family,1986,,,0,,,film_lineage
Open Doors,1989,,,0,,,film_lineage
Mediterraneo,1990,,,0,,,film_lineage
The Stolen Children,1991,,,0,,,film_lineage
The Great Pumpkin,1992,,,0,,,film_lineage
Caro diario,1993,,,0,,,film_lineage
La scuola,1994,,,0,,,film_lineage
August Vacation,1995,,,0,,,film_lineage
The Truce,1996,,,0,,,film_lineage
Not of this World,1998,,,0,,,film_lineage
Bread and Tulips,1999,,,0,,,film_lineage
The Son's Room,2000,,,0,,,film_lineage
The Profession of Arms,2001,,,0,,,film_lineage
Facing Windows,2002,,,0,,,film_lineage
The Best of Youth,2003,,,0,,,film_lineage
The Consequences of Love,2004,,,0,,,film_lineage
The Caiman,2005,,,0,,,film_lineage
The Unknown Woman,2006,,,0,,,film_lineage
The Girl by the Lake,2007,,,0,,,film_lineage
The Man Who Will Come,2009,,,0,,,film_lineage
We Believed,2010,,,0,,,film_lineage
Caesar Must Die,2011,,,0,,,film_lineage
The Best Offer,2012,,,0,,,film_lineage
Human Capital,2013,,,0,,,film_lineage
Black Souls,2014,,,0,,,film_lineage
Perfect Strangers,2015,,,0,,,film_lineage
Like Crazy,2016,,,0,,,film_lineage
Love and Bullets,2017,,,0,,,film_lineage
The Traitor,2019,,,0,,,film_lineage
Hidden Away,2020,,,0,,,film_lineage
The Eight Mountains,2022,,,0,,,film_lineage
Kinship,1963,,,0,,,film_lineage
Extra Human Being,1964,,,0,,,film_lineage
Sad Story of Self Supporting Child,1965,,,0,,,film_lineage
Market,1966,,,0,,,film_lineage
Flame in the Valley,1967,,,0,,,film_lineage
Descendents of Cain,1969,,,0,,,film_lineage
The Old Jar Craftsman,1970,,,0,,,film_lineage
When a Woman Breaks Her Jewel Box,1971,,,0,,,film_lineage
Oyster Village,1972,,,0,,,film_lineage
The Three-Day Reign,1973,,,0,,,film_lineage
Black Republic,1990,,,0,,,film_lineage
Death Song,1991,,,0,,,film_lineage
Our Twisted Hero,1992,,,0,,,film_lineage
Sopyonje,1993,,,0,,,film_lineage
The Taebaek Mountains,1994,,,0,,,film_lineage
A Single Spark,1995,,,0,,,film_lineage
Festival,1996,,,0,,,film_lineage
Green Fish,1997,,,0,,,film_lineage
Christmas in August,1998,,,0,,,film_lineage
Nowhere to Hide,1999,,,0,,,film_lineage
Joint Security Area,2000,,,0,,,film_lineage
One Fine Spring Day,2001,,,0,,,film_lineage
Chi-hwa-seon,2002,,,0,,,film_lineage
Silmido,2004,,,0,,,film_lineage
Sympathy for Lady Vengeance,2005,,,0,,,film_lineage
The Host,2006,,,0,,,film_lineage
The Show Must Go On,2007,,,0,,,film_lineage
Forever the Moment,2008,,,0,,,film_lineage
Secret Reunion,2010,,,0,,,film_lineage
The Unjust,2011,,,0,,,film_lineage
Hope,2013,,,0,,,film_lineage
The Attorney,2014,,,0,,,film_lineage
Assassination,2015,,,0,,,film_lineage
Inside Men,2016,,,0,,,film_lineage
A Taxi Driver,2017,,,0,,,film_lineage
1987: When the Day Comes,2018,,,0,,,film_lineage
The Man Standing Next,2020,,,0,,,film_lineage
Escape from Mogadishu,2021,,,0,,,film_lineage
Smugglers,2023,,,0,,,film_lineage
12.12: The Day,2024,,,0,,,film_lineage
No Other Choice,2025,,,0,,,film_lineage
A Trip to the Moon,1902,,,0,,,film_lineage
The Great Train Robbery,1903,,,0,,,film_lineage
The Birth of a Nation,1915,,,0,,,film_lineage
Les Vampires,1915,,,0,,,film_lineage
Broken Blossoms,1919,,,0,,,film_lineage
Within Our Gates,1920,,,0,,,film_lineage
The Cabinet of Dr. Caligari,1920,,,0,,,film_lineage
Way Down East,1920,,,0,,,film_lineage
The Phantom Carriage,1921,,,0,,,film_lineage
Orphans of the Storm,1921,,,0,,,film_lineage
Foolish Wives,1922,,,0,,,film_lineage
Nosferatu,1922,,,0,,,film_lineage
"Dr. Mabuse, the Gambler",1922,,,0,,,film_lineage
Nanook of the North,1922,,,0,,,film_lineage
Häxan,1922,,,0,,,film_lineage
La Roue,1923,,,0,,,film_lineage
The Smiling Madame Beudet,1923,,,0,,,film_lineage
Our Hospitality,1923,,,0,,,film_lineage
The Saga of Gosta Berling,1924,,,0,,,film_lineage
The Thief of Bagdad,1924,,,0,,,film_lineage
The Great White Silence,1924,,,0,,,film_lineage
The Last Laugh,1924,,,0,,,film_lineage
Seven Chances,1925,,,0,,,film_lineage
