Part,Major Category,Sub Category,Theory Title,Theorist
History,LI. History of Science & A. Scientific Practice,LI. History of Science & A. Scientific Practice,History of Experimentation,Steven Shapin
History,LII. Cultural Studies (Historical Applications),A. Popular Culture History,History of Popular Culture,Peter Burke
History,LII. Cultural Studies & A. Popular Culture History,LII. Cultural Studies & A. Popular Culture History,History of Consumption (Cultural),Frank Trentmann
History,LIII. History of Disease (Advanced),A. Disease Narratives,Disease Narratives (History),Susan Sontag
History,LIV. Historiography (Advanced),A. Ethics & Practice,Historical Responsibility,Jürgen Habermas
History,LIV. Historiography & A. Ethics & Practice,LIV. Historiography & A. Ethics & Practice,The Use and Abuse of History,Friedrich Nietzsche
History,LIV. Historiography & B. Theory & Interpretation,LIV. Historiography & B. Theory & Interpretation,Hermeneutics (Historical),Hans-Georg Gadamer
History,LIV. Historiography & B. Theory & Interpretation,LIV. Historiography & B. Theory & Interpretation,Philosophy of Time (History),Paul Ricoeur
History,LIX. History of Body & Health,A. Medicine & Society,Social History of Medicine,Charles Rosenberg
History,LV. Comparative History (Advanced),A. Global Comparisons,Global Comparisons (History),Jack Goldstone
History,LVI. History of Memory & Heritage (Advanced),A. Collective Trauma,Collective Trauma (History),Jeffrey Alexander
History,LVII. Environmental History (Advanced),A. Political Ecology,Political Ecology (Historical),Susanna Hecht & Alexander Cockburn
History,LVIII. History of Emotions (Specific Emotions),A. Fear & Anxiety,History of Fear,Jean Delumeau
History,LX. History of Science (Specific Branches),A. History of Biology,History of Biology,Ernst Mayr
History,LXI. History of Knowledge,A. Production of Knowledge,Social History of Knowledge,Peter Burke
History,LXII. History of Crime & Policing,A. Social Control,History of Policing,David Garland
History,LXIII. History of Public Opinion,A. Opinion Formation,History of Public Opinion,Jürgen Habermas
History,LXIV. History of Infrastructure,A. Networks & Flows,History of Infrastructure,Gabriel Dupuy
History,LXIX. History of Space (Advanced),A. Spatial Practice,History of Landscape,W.J.T. Mitchell
History,LXV. History of Food,A. Food Systems,History of Food,Massimo Montanari
History,LXVI. History of Animals (Advanced),A. Human-Animal Bond,History of Pets,Katherine Grier
History,LXVII. History of Education (Specific Focus),A. Higher Education,History of Higher Education,Jürgen Habermas
History,LXVIII. History of Time,A. Temporal Experience,History of Time (Concept),E.P. Thompson
History,LXX. History of Memory (Specific Types),A. Cultural Memory,Cultural Memory,Jan Assmann
History,LXXI. History of Science & Religion,A. Conflict & Accommodation,History of Science and Religion,John Hedley Brooke
History,LXXII. History of Poverty,A. Social Welfare,History of Poverty,Gertrude Himmelfarb
History,LXXIII. History of the Family (Advanced),A. Childhood & Adolescence,History of Adolescence,John R. Gillis
History,LXXIV. History of Gender (Intersection with other factors),A. Gender & Class,Gender and Class (History),Joan Wallach Scott
History,LXXIX. History of Emotions (Specific Manifestations),A. Crying & Laughter,History of Crying,Tom Lutz
History,LXXIX. History of Emotions (Specific Manifestations),A. Crying & Laughter,History of Laughter,Peter Burke
History,LXXV. History of Consumption (Specific),A. Luxury & Fashion,History of Luxury,Werner Sombart
History,LXXV. History of Consumption (Specific),A. Luxury & Fashion,History of Fashion,Georg Simmel
History,LXXVI. History of Urban Planning,A. City Development,History of Urban Planning,Peter Hall
History,LXXVII. History of Human Rights (Advanced),A. Philosophical Foundations,Philosophical History of Human Rights,Samuel Moyn
History,LXXVIII. History of Migration,A. Mobility & Identity,History of Migration,Dirk Hoerder
History,LXXX. History of Technology (A. Printing & Information),LXXX. History of Technology (A. Printing & Information),History of Photography,Walter Benjamin
History,LXXX. History of Technology (Specific Technologies),A. Printing & Information,History of the Internet,Manuel Castells
History,LXXXI. History of Knowledge Production (A. Disciplines & Institutions),LXXXI. History of Knowledge Production (A. Disciplines & Institutions),History of Universities (Social Role),N/A (Sociological history of education)
History,LXXXI. History of Knowledge Production (Advanced),A. Disciplines & Institutions,History of Disciplines,Michel Foucault
History,LXXXII. History of War (Specific Aspects),A. Trauma of War,History of War Trauma,Allan Young
History,LXXXIII. History of Empires (Advanced),A. Imperial Formations,History of Empires,Jane Burbank & Frederick Cooper
History,LXXXIV. History of the Media (Advanced),A. Visual Culture,History of Visual Culture,W.J.T. Mitchell
History,LXXXIX. History of the State (Advanced),A. State Building,History of State Building,Charles Tilly
History,LXXXV. History of Sexuality (Specific Focus),A. Sexual Deviance,History of Deviance (Sexual),Michel Foucault
History,LXXXVI. History of Public Health (Specific Diseases),A. HIV/AIDS,History of AIDS Epidemic,Randy Shilts
History,LXXXVII. History of Science & Race,A. Scientific Racism,History of Scientific Racism,Stephen Jay Gould
History,LXXXVIII. History of Memory (Theoretical Nuances),A. Contested Memories,Contested Memories,N/A (Common concept in memory studies)
History,V. Cultural History & A. Thick Description & Everyday Life,V. Cultural History & A. Thick Description & Everyday Life,History of Everyday Life (Alltagsgeschichte),Alf Lüdtke
History,V. Cultural History & A. Thick Description & Everyday Life,V. Cultural History & A. Thick Description & Everyday Life,Microhistory,Carlo Ginzburg
History,V. Cultural History & B. Symbolism & Meaning,V. Cultural History & B. Symbolism & Meaning,History of Emotions,Jan Plamper
History,V. Cultural History & B. Symbolism & Meaning,V. Cultural History & B. Symbolism & Meaning,History of Reading,Roger Chartier
History,V. Cultural History & B. Symbolism & Meaning,V. Cultural History & B. Symbolism & Meaning,History of the Body,"Michel Foucault, Georges Vigarello"
History,V. Cultural History & B. Symbolism & Meaning,V. Cultural History & B. Symbolism & Meaning,New Cultural History,"Robert Darnton, Lynn Hunt"
History,V. Cultural History & Microhistory,A. Thick Description & Everyday Life,Thick Description (Historical),Clifford Geertz
History,VI. Quantitative History & A. Statistical Analysis,VI. Quantitative History & A. Statistical Analysis,Quantitative History,Lee Benson
History,VI. Quantitative History & Cliometrics,A. Statistical Analysis,Cliometrics,"Robert Fogel, Douglass North"
History,VII. Environmental History,A. Human-Environment Interaction,Environmental History,"Alfred Crosby, Donald Worster"
History,VII. Environmental History & A. Human-Environment Interaction,VII. Environmental History & A. Human-Environment Interaction,Anthropocene (Historical Theory),"Paul Crutzen, Eugene F. Stoermer"
History,VII. Environmental History & A. Human-Environment Interaction,VII. Environmental History & A. Human-Environment Interaction,Ecological Imperialism,Alfred Crosby
History,VII. Environmental History & B. Climate & Society,VII. Environmental History & B. Climate & Society,Climate History,"J. Donald Hughes, Christian Pfister"
History,VII. Environmental History & B. Climate & Society,VII. Environmental History & B. Climate & Society,Environmental Determinism (Historical),Ellsworth Huntington (often seen as discredited)
History,VIII. Global & A. Connected Histories,VIII. Global & A. Connected Histories,Global History,"Sebastian Conrad, C.A. Bayly"
History,VIII. Global & A. Connected Histories,VIII. Global & A. Connected Histories,Transnational History,Akira Iriye
History,VIII. Global & B. World History,VIII. Global & B. World History,Big History,David Christian
History,VIII. Global & B. World History,VIII. Global & B. World History,World History,William H. McNeill
History,VIII. Global & Transnational History,A. Connected Histories,Connected Histories,Sanjay Subrahmanyam
History,X. Oral History & A. Voice & Experience,X. Oral History & A. Voice & Experience,Life Narratives (Historical),Paul John Eakin
History,X. Oral History & Life Narratives,A. Voice & Experience,Oral History,Alessandro Portelli
History,XC. History of Emotions (Methodological),A. Sources for Emotions,Emotions and Historical Sources,Peter Stearns
History,XCI. History of Global Connections,A. Transnational Networks,History of Transnational Networks,N/A (Emerging approach)
History,XCII. History of the Environment (Specific Aspects),A. Urban Environments,History of Urban Environments,Joel Tarr
History,XCIII. History of Technology (Broader Context),A. Technology & Society,History of Technology and Society,N/A (Broad field)
History,XCIV. History of Ideas (Reception & Impact),A. Reception History,Reception History (Intellectual),Hans Robert Jauss
History,XCIX. History of Disasters,A. Natural & Human-made,History of Disasters,Mike Davis
History,XCV. History of Science (Institutions & Practices),A. Scientific Institutions,History of Scientific Institutions,David Knight
History,XCVI. History of Crime (Specific),A. Policing & Surveillance,History of Surveillance,"Michel Foucault, Gary T. Marx"
History,XCVII. History of Childhood (Legal/Social),A. Child Welfare,History of Child Welfare,N/A (Field of study)
History,XCVIII. History of Capitalism (Specific Aspect),A. Financialization (Historical),History of Financialization,Giovanni Arrighi
History,XI. Digital History & A. Digital Humanities,XI. Digital History & A. Digital Humanities,Historiography (Methodology),N/A (General term for the study of historical writing)
History,XI. Digital History & A. Digital Humanities,XI. Digital History & A. Digital Humanities,Micro-archives,Wendy Hui Kyong Chun
History,XI. Digital History & Historiography,A. Digital Humanities,Digital History,Edward Ayers
History,XII. Gender History & A. Gender as Category of Analysis,XII. Gender History & A. Gender as Category of Analysis,History of Sexuality,Michel Foucault
History,XII. Gender History & A. Gender as Category of Analysis,XII. Gender History & A. Gender as Category of Analysis,Women's History,Gerda Lerner
History,XII. Gender History & B. Queer History,XII. Gender History & B. Queer History,Queer History,George Chauncey
History,XII. Gender History & Queer History,A. Gender as Category of Analysis,Gender History,Joan Wallach Scott
History,XIII. History of Science & A. Social Construction of Science,XIII. History of Science & A. Social Construction of Science,Actor-Network Theory (History of Science),Bruno Latour
History,XIII. History of Science & A. Social Construction of Science,XIII. History of Science & A. Social Construction of Science,Laboratory Studies (Historical),"Bruno Latour, Steve Woolgar"
History,XIII. History of Science & B. Technological Change,XIII. History of Science & B. Technological Change,Social Shaping of Technology (Historical),"Wiebe Bijker, Trevor Pinch"
History,XIII. History of Science & B. Technological Change,XIII. History of Science & B. Technological Change,Technological Determinism (Historical),Leo Marx (critic of the concept)
History,XIII. History of Science & Technology,A. Social Construction of Science,Social Construction of Science (Historical),"Steven Shapin, Simon Schaffer"
History,XIV. Intellectual History & A. Conceptual History,XIV. Intellectual History & A. Conceptual History,History of Ideas,Arthur O. Lovejoy
History,XIV. Intellectual History & B. Paradigms & Epistemes,XIV. Intellectual History & B. Paradigms & Epistemes,Episteme (Historical),Michel Foucault
History,XIV. Intellectual History & B. Paradigms & Epistemes,XIV. Intellectual History & B. Paradigms & Epistemes,Paradigm Shift (Historical),"Thomas Kuhn (originally science, applied more broadly)"
History,XIV. Intellectual History & History of Ideas,A. Conceptual History,Conceptual History (Begriffsgeschichte),Reinhart Koselleck
History,XIX. History of Education & A. Pedagogy & Institutions,XIX. History of Education & A. Pedagogy & Institutions,History of Universities,Hastings Rashdall
History,XIX. History of Education & B. Literacy & Books,XIX. History of Education & B. Literacy & Books,History of Literacy,Harvey J. Graff
History,XIX. History of Education & B. Literacy & Books,XIX. History of Education & B. Literacy & Books,History of the Book,Robert Darnton
History,XIX. History of Education & Knowledge,A. Pedagogy & Institutions,History of Education,Lawrence Stone
