Part,RomanHead,TrueMajor,TrueSub,Theory Title,Theorist,Major Category
Politics,,M. Political Sociology (Advanced),M. Political Sociology (Advanced),Political Process Theory (Political Sociology),"Doug McAdam, Sidney Tarrow, Charles Tilly",M. Political Sociology (Advanced)
Politics,,M. Political Sociology (Advanced),M. Political Sociology (Advanced),New Social Movement Theory (Political Sociology),"Alberto Melucci, Alain Touraine",M. Political Sociology (Advanced)
Politics,,M. Political Sociology (Advanced),M. Political Sociology (Advanced),State Autonomy Theory,Theda Skocpol,M. Political Sociology (Advanced)
Politics,,M. Political Sociology (Advanced),M. Political Sociology (Advanced),Regime Theory (Political Sociology),Clarence N. Stone,M. Political Sociology (Advanced)
Politics,,N. Public Policy & Administration,N. Public Policy & Administration,Agenda Setting (Public Policy),John W. Kingdon,N. Public Policy & Administration
Politics,,N. Public Policy & Administration,N. Public Policy & Administration,Policy Streams (Policy Process),John W. Kingdon,N. Public Policy & Administration
Politics,,N. Public Policy & Administration,N. Public Policy & Administration,Punctuated Equilibrium Theory (Policy),Frank R. Baumgartner & Bryan D. Jones,N. Public Policy & Administration
Politics,,N. Public Policy & Administration,N. Public Policy & Administration,Garbage Can Model (Policy),"Michael D. Cohen, James G. March, Johan P. Olsen",N. Public Policy & Administration
Politics,,O. Comparative Politics,O. Comparative Politics,Comparative Historical Analysis,"Theda Skocpol, Charles Tilly",O. Comparative Politics
Politics,,O. Comparative Politics,O. Comparative Politics,Electoral Systems Theory,"Maurice Duverger, Arend Lijphart",O. Comparative Politics
Politics,,O. Comparative Politics,O. Comparative Politics,Modernization Theory (Political),Seymour Martin Lipset,O. Comparative Politics
Politics,,O. Comparative Politics,O. Comparative Politics,Authoritarian Regimes Theory,"Juan J. Linz, Barbara Geddes",O. Comparative Politics
Politics,,P. Post-Soviet & Transition Studies,P. Post-Soviet & Transition Studies,Transitology,"Juan J. Linz, Alfred Stepan",P. Post-Soviet & Transition Studies
Politics,,P. Post-Soviet & Transition Studies,P. Post-Soviet & Transition Studies,End of History (Political),Francis Fukuyama,P. Post-Soviet & Transition Studies
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Cosmopolitanism (Political),"David Held, Martha Nussbaum",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Republican Liberty (Neo-Republicanism),"Philip Pettit, Quentin Skinner",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Deliberative Democracy (Advanced),"Jürgen Habermas, Joshua Cohen",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Critical Theory of Race (Political),"Charles W. Mills, Cornel West",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Post-Foundationalism (Political),"Ernesto Laclau, Chantal Mouffe",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Agonistic Pluralism (Political),Chantal Mouffe,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Politics of Difference,Iris Marion Young,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Global Justice Theory,"Thomas Pogge, Martha Nussbaum",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Non-Domination (Political),Philip Pettit,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Political Realism (Advanced),John Mearsheimer,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Just War Theory,Michael Walzer,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Social Capital (Political),Robert Putnam,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Civic Nationalism,Ernest Renan,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Ethnic Nationalism,Anthony D. Smith,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Democratic Peace Theory,"Immanuel Kant, Michael Doyle",Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Public Reason (Political),John Rawls,Q. Political Philosophy (Contemporary)
Politics,,Q. Political Philosophy (Contemporary),Q. Political Philosophy (Contemporary),Political Theology (Contemporary),"Carl Schmitt, Giorgio Agamben",Q. Political Philosophy (Contemporary)
History,C,C. History of Emotions (Cross-Cultural),A. Universal vs. Cultural,Cross-Cultural History of Emotions,Peter N. Stearns,C. History of Emotions (Cross-Cultural)
History,I,I. Classical & Early Modern Approaches,A. Cyclical & Providential History,Cyclical Theory of History,"Polybius, Ibn Khaldun, Oswald Spengler",I. Classical & Early Modern Approaches
History,I,I. Classical & Early Modern Approaches,A. Cyclical & Providential History,Providential History,Augustine of Hippo,I. Classical & Early Modern Approaches
History,I,I. Classical & Early Modern Approaches,D. Empiricist & Rankean History,Rankean History (Historicism),Leopold von Ranke,I. Classical & Early Modern Approaches
History,I,I. Classical & Early Modern Approaches,D. Empiricist & Rankean History,Historicism (Historical Theory),"Leopold von Ranke, Wilhelm Dilthey",I. Classical & Early Modern Approaches
History,II,II. Marxist & Materialist Approaches,A. Historical Materialism,Historical Materialism (Historical),"Karl Marx, Friedrich Engels",II. Marxist & Materialist Approaches
History,II,II. Marxist & Materialist Approaches,A. Historical Materialism,Base and Superstructure (Historical),Karl Marx,II. Marxist & Materialist Approaches
History,II,II. Marxist & Materialist Approaches,A. Historical Materialism,Modes of Production,Karl Marx,II. Marxist & Materialist Approaches
History,III,III. Annales School,A. Longue Durée & Conjuncture,Conjuncture,Fernand Braudel,III. Annales School & A. Longue Durée & Conjuncture
History,III,III. Annales School,A. Longue Durée & Conjuncture,Event (Annales),Fernand Braudel,III. Annales School & A. Longue Durée & Conjuncture
History,III,III. Annales School,B. Mentalités & Total History,History from Below,"E.P. Thompson, Christopher Hill",III. Annales School & B. Mentalités & Total History
History,III,III. Annales School,B. Mentalités & Total History,Mentalités,"Marc Bloch, Lucien Febvre",III. Annales School & B. Mentalités & Total History
History,III,III. Annales School,B. Mentalités & Total History,Total History,Fernand Braudel,III. Annales School & B. Mentalités & Total History
History,III,III. Annales School & Social History,A. Longue Durée & Conjuncture,Longue Durée,Fernand Braudel,III. Annales School & Social History
History,IV,IV. Post-Structuralist,A. Discursive History,Archaeology of Knowledge (Historical),Michel Foucault,IV. Post-Structuralist & A. Discursive History
History,IV,IV. Post-Structuralist,A. Discursive History,Discourse (Historical),Michel Foucault,IV. Post-Structuralist & A. Discursive History
History,IV,IV. Post-Structuralist,B. Narrative & Representation,Death of the Author (Historical),"Roland Barthes (literary, applied to history)",IV. Post-Structuralist & B. Narrative & Representation
History,IV,IV. Post-Structuralist,B. Narrative & Representation,Historiographic Metafiction (Historical),Linda Hutcheon,IV. Post-Structuralist & B. Narrative & Representation
History,IV,IV. Post-Structuralist,B. Narrative & Representation,The Burden of Representation,"Edward Said, Gayatri Spivak",IV. Post-Structuralist & B. Narrative & Representation
History,IV,IV. Post-Structuralist,C. Postcolonial History,Mimicry (Historical),Homi K. Bhabha,IV. Post-Structuralist & C. Postcolonial History
History,IV,IV. Post-Structuralist,C. Postcolonial History,Postcolonial History,"Edward Said, Dipesh Chakrabarty",IV. Post-Structuralist & C. Postcolonial History
History,IV,IV. Post-Structuralist,C. Postcolonial History,Provincializing Europe,Dipesh Chakrabarty,IV. Post-Structuralist & C. Postcolonial History
History,IV,IV. Post-Structuralist & Postmodern Approaches,A. Discursive History,Genealogy (Historical),Michel Foucault,IV. Post-Structuralist & Postmodern Approaches
History,IX,IX. Memory Studies,A. Collective Memory & Trauma,Postmemory (Historical),Marianne Hirsch,IX. Memory Studies & A. Collective Memory & Trauma
History,IX,IX. Memory Studies,A. Collective Memory & Trauma,Social Frameworks of Memory,Maurice Halbwachs,IX. Memory Studies & A. Collective Memory & Trauma
History,IX,IX. Memory Studies,A. Collective Memory & Trauma,Trauma Theory (Historical),"Cathy Caruth, Dominick LaCapra",IX. Memory Studies & A. Collective Memory & Trauma
History,IX,IX. Memory Studies,B. Commemoration & Heritage,Heritage Studies,David Lowenthal,IX. Memory Studies & B. Commemoration & Heritage
History,IX,IX. Memory Studies,B. Commemoration & Heritage,History Wars,N/A (Common term in Public History),IX. Memory Studies & B. Commemoration & Heritage
History,IX,IX. Memory Studies,B. Commemoration & Heritage,Public History,Robert Kelley,IX. Memory Studies & B. Commemoration & Heritage
History,IX,IX. Memory Studies & Public History,A. Collective Memory & Trauma,Collective Memory (Historical),Maurice Halbwachs,IX. Memory Studies & Public History
History,L,L. History of Childhood (Specific Focus),A. Children & Society,History of Children's Rights,Mary Ann Glendon,L. History of Childhood (Specific Focus)
History,L,L. History of Childhood,A. Children & Society,History of Child Labor,Hugh Cunningham,L. History of Childhood & A. Children & Society
History,LI,LI. History of Science (Specific Focus),A. Scientific Practice,History of Scientific Instruments,Simon Schaffer,LI. History of Science (Specific Focus)
History,LI,LI. History of Science,A. Scientific Practice,History of Experimentation,Steven Shapin,LI. History of Science & A. Scientific Practice
History,LII,LII. Cultural Studies (Historical Applications),A. Popular Culture History,History of Popular Culture,Peter Burke,LII. Cultural Studies (Historical Applications)
History,LII,LII. Cultural Studies,A. Popular Culture History,History of Consumption (Cultural),Frank Trentmann,LII. Cultural Studies & A. Popular Culture History
History,LIII,LIII. History of Disease (Advanced),A. Disease Narratives,Disease Narratives (History),Susan Sontag,LIII. History of Disease (Advanced)
History,LIV,LIV. Historiography (Advanced),A. Ethics & Practice,Historical Responsibility,Jürgen Habermas,LIV. Historiography (Advanced)
History,LIV,LIV. Historiography,A. Ethics & Practice,The Use and Abuse of History,Friedrich Nietzsche,LIV. Historiography & A. Ethics & Practice
History,LIV,LIV. Historiography,B. Theory & Interpretation,Hermeneutics (Historical),Hans-Georg Gadamer,LIV. Historiography & B. Theory & Interpretation
History,LIV,LIV. Historiography,B. Theory & Interpretation,Philosophy of Time (History),Paul Ricoeur,LIV. Historiography & B. Theory & Interpretation
History,LIX,LIX. History of Body & Health,A. Medicine & Society,Social History of Medicine,Charles Rosenberg,LIX. History of Body & Health
History,LV,LV. Comparative History (Advanced),A. Global Comparisons,Global Comparisons (History),Jack Goldstone,LV. Comparative History (Advanced)
History,LVI,LVI. History of Memory & Heritage (Advanced),A. Collective Trauma,Collective Trauma (History),Jeffrey Alexander,LVI. History of Memory & Heritage (Advanced)
History,LVII,LVII. Environmental History (Advanced),A. Political Ecology,Political Ecology (Historical),Susanna Hecht & Alexander Cockburn,LVII. Environmental History (Advanced)
