theorist,concept,part,major,sub,source_title
Nicholas J. Beutell,Work-Family Conflict Theory (HRM),MANAGEMENT,Human Resource Management,"C. Well-being, Work-Life & Job Design",CSV
W. Edwards Deming,Total Quality Management (TQM),MANAGEMENT,"Operations, Quality & Supply Chain",B. Quality Management,CSV
Joseph M. Juran,Total Quality Management (TQM),MANAGEMENT,"Operations, Quality & Supply Chain",B. Quality Management,CSV
Finn Wiedersheim-Paul,Psychic Distance Theory,MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,CSV
Milton Friedman,Theory of the Firm (CSR Integration),MANAGEMENT,"Business Ethics, CSR & Governance",B. Stakeholder Theory & Engagement,CSV
Milton Friedman,Neoliberalism (Political Theory),Politics,Political Economy & Comparative Politics,A. Political Economy & Neoliberalism,CSV
Milton Friedman,Shareholder Primacy,Economics,Macroeconomics & Monetary Theory,Monetarism & New Classical,OurList
Milton Friedman,Monetarism,Economics,Macroeconomics & Monetary Theory,Monetarism & New Classical,OurList
Milton Friedman,Permanent Income Hypothesis,Economics,Macroeconomics & Monetary Theory,Monetarism & New Classical,OurList
Edward Freeman,Theory of the Firm (CSR Integration),MANAGEMENT,"Business Ethics, CSR & Governance",B. Stakeholder Theory & Engagement,CSV
Robert House,Path-Goal Theory of Leadership,MANAGEMENT,Leadership,C. Contingency & Followership,CSV
Philip Yetton,Vroom-Yetton Contingency Model,MANAGEMENT,Leadership,C. Contingency & Followership,CSV
Jeffrey Pfeffer,Resource Dependence Theory,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",CSV
Gerald Salancik,Resource Dependence Theory,MANAGEMENT,Organizational Theory & Design,"C. Ecology, Resource Dependence & Evolution",CSV
Robert Kozinets,Consumer Resistance Theory,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,CSV
John Meyer,Organizational Commitment Theory,MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",CSV
William Mobley,Employee Turnover Theory (Behavioral),MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",CSV
Terence Mitchell,Employee Turnover Theory (Behavioral),MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",CSV
Eric von Hippel,User Innovation Theory,MANAGEMENT,Innovation & Entrepreneurship,B. Ambidexterity & Open Innovation,CSV
Linda Treviño,Ethical Leadership Theory,MANAGEMENT,Leadership,"B. Servant, Shared & Ethical Leadership",CSV
Linda Treviño,Ethical Leadership (CSR) Theory,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,CSV
Michael E. Brown,Ethical Leadership Theory,MANAGEMENT,Leadership,"B. Servant, Shared & Ethical Leadership",CSV
Michael E. Brown,Ethical Leadership (CSR) Theory,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,CSV
David J. Teece,Organizational Learning (Strategic Management),MANAGEMENT,Strategic Management & Competitive Advantage,"B. Adaptive, Emergent & Real Options",CSV
Richard Chase,Service Encounter Theory,MANAGEMENT,"Operations, Quality & Supply Chain",C. Service Operations,CSV
Richard Chase,Service Recovery Paradox Theory,MANAGEMENT,Marketing & Consumer Behavior,"B. Branding, Relationship & Social Marketing",CSV
James Fitzsimmons,Service Encounter Theory,MANAGEMENT,"Operations, Quality & Supply Chain",C. Service Operations,CSV
Mark Granovetter,Social Networks in Innovation Theory,MANAGEMENT,Innovation & Entrepreneurship,C. Ecosystems & Innovation Systems,CSV
Mark Granovetter,Social Network Analysis (SNA),Society,Contemporary Sociological Perspectives,,CSV
Mark Granovetter,Strength of Weak Ties,Society,Contemporary Sociological Perspectives,,CSV
Darla Deardorff,Cross-Cultural Competence Theory (IB),MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,CSV
Gerald R. Ferris,Political Skill Theory (OB),MANAGEMENT,Organizational Behavior & Work Psychology,"B. Justice, Exchange & Attitudes",CSV
Larry C. Spears,Servant Leadership Theory,MANAGEMENT,Leadership,"B. Servant, Shared & Ethical Leadership",CSV
Richard L. Priem,Behavioral Corporate Strategy Theory,MANAGEMENT,Strategic Management & Competitive Advantage,C. Behavioral & Cognitive Strategy,CSV
Jeffrey G. Covin,Behavioral Corporate Strategy Theory,MANAGEMENT,Strategic Management & Competitive Advantage,C. Behavioral & Cognitive Strategy,CSV
M. Joseph Sirgy,Self-Congruity Theory (Marketing),MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,CSV
Peter Warr,Employee Well-being Theory (HRM),MANAGEMENT,Human Resource Management,"C. Well-being, Work-Life & Job Design",CSV
Paul Beamish,Managerial Cognition in International Business,MANAGEMENT,International Business & Cross-Cultural Management,C. MNC Behavior & Cognition,CSV
Allen Morrison,Managerial Cognition in International Business,MANAGEMENT,International Business & Cross-Cultural Management,C. MNC Behavior & Cognition,CSV
Bradley R. Agle,Stakeholder Salience Theory,MANAGEMENT,"Business Ethics, CSR & Governance",B. Stakeholder Theory & Engagement,CSV
Bennett,Workplace Deviance Theory,MANAGEMENT,Organizational Behavior & Work Psychology,"C. Well-being, Engagement & Deviance",CSV
Bennett,Abusive Supervision Theory,MANAGEMENT,Leadership,D. Destructive Leadership,CSV
Robinson,Workplace Deviance Theory,MANAGEMENT,Organizational Behavior & Work Psychology,"C. Well-being, Engagement & Deviance",CSV
Robinson,Abusive Supervision Theory,MANAGEMENT,Leadership,D. Destructive Leadership,CSV
Gerry Johnson,Strategic Cognition Theory,MANAGEMENT,Strategic Management & Competitive Advantage,C. Behavioral & Cognitive Strategy,CSV
Richard Hackman,Job Characteristics Model (JCM),MANAGEMENT,Human Resource Management,"C. Well-being, Work-Life & Job Design",CSV
Greg Oldham,Job Characteristics Model (JCM),MANAGEMENT,Human Resource Management,"C. Well-being, Work-Life & Job Design",CSV
David Maister,Behavioral Queuing Theory (Operations),MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,CSV
Richard Nelson,Innovation Systems Theory (Business),MANAGEMENT,Innovation & Entrepreneurship,C. Ecosystems & Innovation Systems,CSV
Bengt-Åke Lundvall,Innovation Systems Theory (Business),MANAGEMENT,Innovation & Entrepreneurship,C. Ecosystems & Innovation Systems,CSV
Zaheer,Liability of Foreignness Theory,MANAGEMENT,International Business & Cross-Cultural Management,B. Internationalization & Entry Mode,CSV
Henry Mintzberg,Adaptive Strategy Theory,MANAGEMENT,Strategic Management & Competitive Advantage,"B. Adaptive, Emergent & Real Options",CSV
Henry Mintzberg,Emergent Strategy Theory,MANAGEMENT,Strategic Management & Competitive Advantage,"B. Adaptive, Emergent & Real Options",CSV
Maureen O'Hara,Behavioral Market Microstructure Theory,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,CSV
Johannes Siegrist,Effort-Reward Imbalance Model (HRM),MANAGEMENT,Human Resource Management,A. Core HRM & Performance,CSV
James F. Moore,Innovation Ecosystems Theory (Business),MANAGEMENT,Innovation & Entrepreneurship,C. Ecosystems & Innovation Systems,CSV
Max H. Bazerman,Behavioral Ethics (Organizational Behavior),MANAGEMENT,Organizational Behavior & Work Psychology,D. Decision Making & Behavioral Ethics,CSV
Max H. Bazerman,Behavioral Ethics in Law Theory,LAW,"Law, Psychology, Neuroscience & Emotion",C. Law & Emotion / Affective Jurisprudence,CSV
Max H. Bazerman,Ethical Decision Making (Behavioral Economics),Economics,"Welfare, Happiness & Heterodox Economics",Ethics & Normative Economics,CSV
Ann E. Tenbrunsel,Behavioral Ethics (Organizational Behavior),MANAGEMENT,Organizational Behavior & Work Psychology,D. Decision Making & Behavioral Ethics,CSV
Ann E. Tenbrunsel,Ethical Decision Making (Behavioral Economics),Economics,"Welfare, Happiness & Heterodox Economics",Ethics & Normative Economics,CSV
Joseph E. Garcia,Cognitive Resource Theory of Leadership,MANAGEMENT,Leadership,C. Contingency & Followership,CSV
David P. Baron,Non-Market Strategy Theory,MANAGEMENT,Strategic Management & Competitive Advantage,"B. Adaptive, Emergent & Real Options",CSV
David P. Baron,Non-Market Strategy (International Business),MANAGEMENT,International Business & Cross-Cultural Management,C. MNC Behavior & Cognition,CSV
Werner F.M. De Bondt,Representativeness Heuristic (Behavioral Finance),MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,CSV
Werner F.M. De Bondt,Extrapolation Bias (Behavioral Finance),Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,CSV
Amy Wrzesniewski,Job Crafting Theory (HRM),MANAGEMENT,Human Resource Management,"C. Well-being, Work-Life & Job Design",CSV
Jane Dutton,Job Crafting Theory (HRM),MANAGEMENT,Human Resource Management,"C. Well-being, Work-Life & Job Design",CSV
James Reason,Human Error Theory (Operations),MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,CSV
Ron Adner,Ecosystem Approach to Innovation (Business),MANAGEMENT,Innovation & Entrepreneurship,C. Ecosystems & Innovation Systems,CSV
Ellen Langer,Mindfulness in OB Theory,MANAGEMENT,Organizational Behavior & Work Psychology,"C. Well-being, Engagement & Deviance",CSV
K. Cameron,Mindfulness in OB Theory,MANAGEMENT,Organizational Behavior & Work Psychology,"C. Well-being, Engagement & Deviance",CSV
Robert Pindyck,Real Options Theory (Strategy),MANAGEMENT,Strategic Management & Competitive Advantage,"B. Adaptive, Emergent & Real Options",CSV
Kenneth Thomas,Conflict Management Styles (HRM),MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",CSV
Kenneth Thomas,Conflict Resolution Styles,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),CSV
Kenneth Thomas,Conflict Styles (Relationships),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Ralph Kilmann,Conflict Management Styles (HRM),MANAGEMENT,Human Resource Management,"B. Engagement, Commitment & Psychological Contract",CSV
Ralph Kilmann,Conflict Resolution Styles,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),C. 정서조절·표출정서 (Emotion Regulation & Expressed Emotion),CSV
Ralph Kilmann,Conflict Styles (Relationships),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Taiichi Ohno,Lean Management (Human Factors) Theory,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,CSV
Oviatt,Born Global Firms Theory,MANAGEMENT,International Business & Cross-Cultural Management,B. Internationalization & Entry Mode,CSV
McDougall,Born Global Firms Theory,MANAGEMENT,International Business & Cross-Cultural Management,B. Internationalization & Entry Mode,CSV
Robert E. Kelley,Followership Theory,MANAGEMENT,Leadership,C. Contingency & Followership,CSV
John Finnis,Natural Law Theory (Legal),LAW,Jurisprudence & Legal Philosophy,A. Natural Law & Normative Foundations,CSV
Lon L. Fuller,Natural Law Theory (Legal),LAW,Jurisprudence & Legal Philosophy,A. Natural Law & Normative Foundations,CSV
Lon L. Fuller,Reliance Theory of Contract,LAW,"Private Law (Torts, Contracts, Property)",B. Contract Theory (Will/Reliance),CSV
St. Augustine,Lex Iniusta Non Est Lex (Unjust Law is No Law),LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
Jeremy Bentham,Legal Positivism,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
Jeremy Bentham,Deterrence Theory (Criminal Law),LAW,"Criminal Law, Punishment & Restorative Justice",A. Punishment Theory (Retribution/Deterrence/Rehabilitation),CSV
Jeremy Bentham,Utilitarian Theory of Property,LAW,"Private Law (Torts, Contracts, Property)",C. Property Theory & The Commons,CSV
Jeremy Bentham,Utilitarianism (Political Theory),Politics,Early Modern & Enlightenment Political Thought,B. Enlightenment & Liberalism,CSV
John Austin,Legal Positivism,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
H.L.A. Hart,Legal Positivism,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
H.L.A. Hart,Rule of Recognition,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
H.L.A. Hart,International Legal Positivism,LAW,International & Human Rights Law,A. International Law Theory (Positivism/Realism/TWAIL),CSV
Oliver Wendell Holmes Jr.,Legal Realism,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
Karl Llewellyn,Legal Realism,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
Jerome Frank,Legal Realism,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,CSV
Duncan Kennedy,Critical Legal Studies (CLS),LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Roberto Unger,Critical Legal Studies (CLS),LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Derrick Bell,Critical Race Theory (CRT in Law),LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Derrick Bell,Interest Convergence,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Derrick Bell,Critical Race Theory,Society,Contemporary Sociological Perspectives,,CSV
Kimberlé Crenshaw,Critical Race Theory (CRT in Law),LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Kimberlé Crenshaw,Critical Race Theory,Society,Contemporary Sociological Perspectives,,CSV
Kimberlé Crenshaw,Intersectionality,Society,Specific Social Phenomena Theories,,CSV
Kimberlé Crenshaw,Mapping the Margins,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Derald Wing Sue,Microaggressions (Legal),LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Derald Wing Sue,Family Microaggressions,Family,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",B. 교차성·서사적 가족치료 (Intersectionality & Narrative),CSV
Derald Wing Sue,Multicultural Counseling Theory,Psychology,Counseling & Psychotherapy,C. Multicultural & Feminist,CSV
Derald Wing Sue,Microaggressions,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,CSV
Catharine MacKinnon,Feminist Legal Theory,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Catharine MacKinnon,Dominance Theory (Feminist Legal),LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Catharine MacKinnon,Sexual Harassment,LAW,Critical Legal Studies & Critical Race Theory,C. Intersectional & Identity-Based Critique (Disability/Gender),OurList
Carol Gilligan,Feminist Legal Theory,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Carol Gilligan,Care Ethics,Family,"젠더·돌봄노동·페미니즘 가족이론 (Gender, Care Labor & Feminist)",C. 돌봄윤리·에코페미니즘 (Care Ethics & Ecofeminism),CSV
Carol Gilligan,Ethics of Care (Medical),Medicine,Medical Ethics & Bioethics,D. Narrative & Care Ethics,CSV
Carol Gilligan,Ethics of Care,Psychology,Developmental,A. Cognitive & Moral Development,OurList
Janet Halley,Queer Legal Theory,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
William N. Eskridge Jr.,Queer Legal Theory,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
Antony Anghie,Postcolonial Legal Theory,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,CSV
